1, 1.074148
2, 1.084663
3, 1.140319
4, 1.240926
5, 1.093920
6, 1.208001
7, 1.140089
8, 1.089213
9, 1.081422
10, 1.094137
11, 1.071620
12, 1.100576
13, 1.071723
14, 1.225175
15, 1.095745
16, 1.077126
17, 1.204322
18, 1.092656
19, 1.032428
20, 1.235466
21, 1.077682
22, 1.096535
23, 1.111792
24, 1.089750
25, 1.380862
26, 1.084453
27, 1.324825
28, 1.092636
29, 1.149100
30, 1.236407
31, 1.279094
32, 1.385703
33, 1.388968
34, 1.094288
35, 1.385986
36, 1.097883
37, 1.139528
38, 1.227629
39, 1.353276
40, 1.328410
41, 1.120512
42, 1.276671
43, 1.417374
44, 1.397115
45, 1.211105
46, 1.296379
47, 1.306995
48, 1.092172
49, 1.404694
50, 1.082995
51, 1.242611
52, 1.145235
53, 1.405770
54, 1.435484
55, 1.148148
56, 1.081230
57, 1.106995
58, 1.290514
59, 1.142797
60, 1.069463
61, 1.190461
62, 1.227567
63, 1.099088
64, 1.452536
65, 1.264890
66, 1.063446
67, 1.282844
68, 1.112801
69, 1.432715
70, 1.360055
71, 1.305743
72, 1.233558
73, 1.331334
74, 1.115321
75, 1.317233
76, 1.175700
77, 1.148956
78, 1.177355
79, 1.106373
80, 1.396364
81, 1.132166
82, 1.489841
83, 1.461223
84, 1.124883
85, 1.139595
86, 1.409917
87, 1.155816
88, 1.436464
89, 1.275294
90, 1.104688
91, 1.200471
92, 1.247083
93, 1.296163
94, 1.419290
95, 1.236887
96, 1.372859
97, 1.085494
98, 1.402325
99, 1.192860
100, 1.154630
