1, 1.063518
2, 0.869464
3, 0.958674
4, 0.829174
5, 0.973942
6, 1.011425
7, 0.953116
8, 1.068115
9, 0.893897
10, 0.946095
11, 0.898501
12, 0.859189
13, 0.857016
14, 0.975253
15, 0.898651
16, 0.913671
17, 1.029159
18, 1.100403
19, 0.962281
20, 0.973906
21, 1.007619
22, 0.879991
23, 0.965947
24, 0.888304
25, 0.913357
26, 0.937874
27, 1.048507
28, 0.942993
29, 0.945304
30, 0.878303
31, 0.984804
32, 1.104926
33, 1.109061
34, 0.962911
35, 0.967934
36, 1.135534
37, 0.944545
38, 1.018145
39, 0.998018
40, 0.973342
41, 1.089187
42, 0.931535
43, 0.901881
44, 0.989637
45, 0.942656
46, 0.940216
47, 1.047106
48, 0.950215
49, 0.972542
50, 1.029784
51, 0.962020
52, 1.011100
53, 0.938911
54, 0.996819
55, 0.941905
56, 0.933435
57, 1.016463
58, 0.984305
59, 0.970185
60, 1.029062
61, 1.046163
62, 0.940577
63, 1.031935
64, 0.886068
65, 0.864972
66, 0.934054
67, 0.944469
68, 1.013801
69, 1.014671
70, 0.864360
71, 0.877566
72, 0.869694
73, 0.849572
74, 0.884505
75, 0.869893
76, 0.885656
77, 0.937811
78, 0.849302
79, 0.893850
80, 1.109101
81, 0.880176
82, 0.846044
83, 0.822059
84, 0.815482
85, 0.940914
86, 1.020290
87, 0.897960
88, 0.870508
89, 0.913317
90, 1.017708
91, 0.906456
92, 0.878939
93, 0.961109
94, 0.945891
95, 0.806018
96, 0.883309
97, 0.910619
98, 0.869779
99, 0.998197
100, 0.856033
